,用户编号,公会编号,公会名,是不是会长,算力
1447,253985759617613824,240373972909425920,彦杰瑞业创投,0,455.0
1448,254036678023577600,254874516889797888,币哈哈,0,266.0
1449,253503599005663232,240373972909425920,彦杰瑞业创投,0,151.0
1450,254121908252180480,240373972909425920,彦杰瑞业创投,0,246.0
1451,240035352075829248,239557784142873856,BHEX Vietnam,0,12.0
1452,239039341895352320,236067888744891648,BHEXVietnam,0,4.0
1453,232409000610889728,233332784507389184,5029公会,1,6.0
1454,244114848873709568,244074417200825600,中本聪,0,11.0
1455,243588581782978560,233332784507389184,5029公会,0,1.0
1456,239871049678979072,233332784507389184,5029公会,0,3.0
1457,244020262369230848,243979286317630720,数字货币星球,0,66.0
1458,242006302249975808,239645778283595008,otokogumi-bhex,0,191.0
1459,253647833184600064,239645778283595008,otokogumi-bhex,0,1.0
1460,254993260580438016,244103179665671424,大路节点,0,26.0
1461,254883187732512768,243127297052509440,华龙娱乐,0,9.0
1462,244052366679343104,243947171781805312,熊市抱团取暖,0,7.0
1463,255050943182405632,240373972909425920,彦杰瑞业创投,0,3090.0
1464,240038826301718528,239557784142873856,BHEX Vietnam,0,9.0
1465,241925699370483712,241907791537898752,cocolonotomo Guild,0,8.0
1466,253356323704668160,239645778283595008,otokogumi-bhex,0,3.0
1467,255412308325695488,247734346914727168,兴辉公会,0,8.0
1468,255409554362466304,255401461117355264,老头子出马不出千,0,927.0
1469,255086897830035456,240373972909425920,彦杰瑞业创投,0,38.0
1470,244202833300422656,244205530321782016,爱Q活动网,1,100.0
1471,255608635072446464,240373972909425920,彦杰瑞业创投,0,2.0
1472,241178519084990464,255401461117355264,老头子出马不出千,1,137.0
1473,217306901732655104,234617404377007360,笑傲天拿第一,1,1.0
1474,242360196800970752,239645778283595008,otokogumi-bhex,0,3.0
1475,240445855252086784,239557784142873856,BHEX Vietnam,0,1.0
1476,254874033169104896,254874516889797888,币哈哈,1,806.0
1477,255586563772383232,239645778283595008,otokogumi-bhex,0,27.0
1478,244112212594262016,244112440898618624,chain,1,871.0
1479,241820719187755008,239645778283595008,otokogumi-bhex,0,23.0
1480,243265503706218496,233280106230187264,bhex官方小姐姐,0,36.0
1481,251369535620513792,254957158511412480,大嘴巴,1,1638.0
1482,254957650956255232,254958312867759360,笑笑网红,1,1638.0
1483,254960437895102464,254960791525262592,这时对那时错,1,1638.0
1484,254958793425944576,254958880491308288,币圈最污君,1,1638.0
1485,254961216399867904,254961306761954560,柔柔要早睡,1,1638.0
1486,234550158510260224,234557379306587392,BHEX同盟会,1,5.0
1487,254157174648078336,245428664312005888,blabs,0,5.0
1488,253427664118087680,247734257995482368,颜远辉,0,5.0
1489,255097040831512576,255086083438806272,团队联盟,0,5.0
1490,255043522728820736,247080825739543808,借力,0,5.0
1491,255538319218442240,247529932098635008,地方官,0,5.0
1492,242082678864871424,239645778283595008,otokogumi-bhex,0,5.0
1493,255544550561677312,247529848900420864,郑凯朋,0,5.0
1494,255158805145583616,241907791537898752,cocolonotomo Guild,0,5.0
1495,255548768664158208,247529822694409472,张月,0,5.0
1496,255555463343767552,247529745502438656,changou9671,0,5.0
1497,255570004265926656,247541689194120448,庆君,0,5.0
1498,255548860309700608,247529822694409472,张月,0,5.0
1499,255173374396071936,239645778283595008,otokogumi-bhex,0,5.0
1500,255532254691065856,247734346914727168,兴辉公会,0,5.0
1501,255585371281424384,247547928967906560,袁志伏,0,5.0
1502,255538437883691008,247529932098635008,地方官,0,5.0
1503,255582254250852352,247548007661438208,杨欢的公会,0,5.0
1504,255555495665074176,247529745502438656,changou9671,0,5.0
1505,255532283094892544,247734346914727168,兴辉公会,0,5.0
1506,255570031864446976,247541689194120448,庆君,0,5.0
1507,255585322442948608,247547928967906560,袁志伏,0,5.0
1508,255538398817943552,247529932098635008,地方官,0,5.0
1509,255576138578132992,247541773851952384,BABY,0,5.0
1510,255582281295724544,247548007661438208,杨欢的公会,0,5.0
1511,255539445422620672,247529932098635008,地方官,0,5.0
1512,255605536320651264,247736285756916992,陈锦涛,0,5.0
1513,255585438339956736,247547928967906560,袁志伏,0,5.0
1514,255573268290076672,247541712942269696,李占军,0,5.0
1515,255569970862489600,247541689194120448,庆君,0,5.0
1516,255582124093210624,247548007661438208,杨欢的公会,0,5.0
1517,255585406983340032,247547928967906560,袁志伏,0,5.0
1518,255555406091517952,247529745502438656,changou9671,0,5.0
1519,255576098337980416,247541773851952384,BABY,0,5.0
1520,255558793973465088,247541634835940608,荣誉公会,0,5.0
1521,255639335943274496,247748029766173952,赵玉会,0,5.0
1522,255582168225677312,247548007661438208,杨欢的公会,0,5.0
1523,255570059261640704,247541689194120448,庆君,0,5.0
1524,255598021923045376,247736381487711488,燕明,0,5.0
1525,255558880392904704,247541634835940608,荣誉公会,0,5.0
1526,240416656294412288,240373972909425920,彦杰瑞业创投,0,59.0
1527,255605498479640576,247736285756916992,陈锦涛,0,5.0
1528,255608308403273728,247736340802962688,丽丽,0,5.0
1529,255590731685822464,247547882922837248,梦杰,0,5.0
1530,255605434046742528,247736285756916992,陈锦涛,0,5.0
1531,255578679286169600,247548190398874880,币市超级公会,0,5.0
1532,255565754446118912,247541634835940608,荣誉公会,0,5.0
1533,255608277348646912,247736340802962688,丽丽,0,5.0
1534,255605467659894784,247736285756916992,陈锦涛,0,5.0
1535,255599524247240704,247736381487711488,燕明,0,5.0
1536,255562592972701696,247541634835940608,荣誉公会,0,5.0
1537,255608378146160640,247736340802962688,丽丽,0,5.0
1538,255588189300064256,247547882922837248,梦杰,0,5.0
1539,255590654250582016,247547882922837248,梦杰,0,5.0
1540,255565835975000064,247541634835940608,荣誉公会,0,5.0
1541,255565780031373312,247541634835940608,荣誉公会,0,5.0
1542,255565861082103808,247541634835940608,荣誉公会,0,5.0
1543,255562454099296256,247541634835940608,荣誉公会,0,5.0
1544,255562503776632832,247541634835940608,荣誉公会,0,5.0
1545,255783540711751680,243947171781805312,熊市抱团取暖,0,5.0
1546,255639300274913280,247748029766173952,赵玉会,0,5.0
1547,255841375642451968,247775208344388864,牟恩平,0,5.0
1548,255639267920052224,247748029766173952,赵玉会,0,5.0
1549,255810853188927488,243947171781805312,熊市抱团取暖,0,5.0
1550,255783456699842560,243947171781805312,熊市抱团取暖,0,5.0
1551,255786634556211200,243947171781805312,熊市抱团取暖,0,5.0
1552,255805394713313280,243947171781805312,熊市抱团取暖,0,5.0
1553,255783492871520256,243947171781805312,熊市抱团取暖,0,5.0
1554,255815621391155200,243947171781805312,熊市抱团取暖,0,5.0
1555,255815788517392384,243947171781805312,熊市抱团取暖,0,5.0
1556,255805349314166784,243947171781805312,熊市抱团取暖,0,5.0
1557,255805617808343040,243947171781805312,熊市抱团取暖,0,5.0
1558,255811313127915520,243947171781805312,熊市抱团取暖,0,5.0
1559,255805580026052608,243947171781805312,熊市抱团取暖,0,5.0
1560,255778680134172672,243947171781805312,熊市抱团取暖,0,5.0
1561,255778796685492224,243947171781805312,熊市抱团取暖,0,5.0
1562,255778973030809600,243947171781805312,熊市抱团取暖,0,5.0
1563,255778996544077824,243947171781805312,熊市抱团取暖,0,5.0
1564,255795299073916928,243947171781805312,熊市抱团取暖,0,5.0
1565,255795855448342528,243947171781805312,熊市抱团取暖,0,5.0
1566,255799740254650368,243947171781805312,熊市抱团取暖,0,5.0
1567,255799858232033280,243947171781805312,熊市抱团取暖,0,5.0
1568,255799808420478976,243947171781805312,熊市抱团取暖,0,5.0
1569,255799917967310848,243947171781805312,熊市抱团取暖,0,5.0
1570,255815717449105408,243947171781805312,熊市抱团取暖,0,5.0
1571,255815654031228928,243947171781805312,熊市抱团取暖,0,5.0
1572,255083799430561792,255086083438806272,团队联盟,1,5.0
1573,255562410210099200,247541634835940608,荣誉公会,0,5.0
1574,255043630681817088,247080825739543808,借力,0,5.0
1575,255532204351029248,247734346914727168,兴辉公会,0,5.0
1576,255558912512884736,247541634835940608,荣誉公会,0,5.0
1577,255573189906923520,247541712942269696,李占军,0,5.0
1578,255544472782503936,247529848900420864,郑凯朋,0,5.0
1579,255548890131202048,247529822694409472,张月,0,5.0
1580,255573139541721088,247541712942269696,李占军,0,5.0
1581,255576158358470656,247541773851952384,BABY,0,5.0
1582,255544439966269440,247529848900420864,郑凯朋,0,5.0
1583,255573227764711424,247541712942269696,李占军,0,5.0
1584,255558835899727872,247541634835940608,荣誉公会,0,5.0
1585,255588261408538624,247547882922837248,梦杰,0,5.0
1586,255548821143289856,247529822694409472,张月,0,5.0
1587,255602870253256704,247736256438732032,香冲,0,5.0
1588,255544406277619712,247529848900420864,郑凯朋,0,5.0
1589,255578792633040896,247548190398874880,币市超级公会,0,5.0
1590,255588233726132224,247547882922837248,梦杰,0,5.0
1591,255597555709378560,247736381487711488,燕明,0,5.0
1592,255602837403467776,247736256438732032,香冲,0,5.0
1593,255588129304739840,247547882922837248,梦杰,0,5.0
1594,255576050413862912,247541773851952384,BABY,0,5.0
1595,255602770781143040,247736256438732032,香冲,0,5.0
1596,255627865142591488,247741318946882816,胜利公会,0,5.0
1597,255608345380257792,247736340802962688,丽丽,0,5.0
1598,255625212832514048,247741495594190080,币市论坛,0,5.0
1599,255635997453451264,247748006705890560,何博文,0,5.0
1600,255627737258262528,247741318946882816,胜利公会,0,5.0
1601,255597453888454656,247736381487711488,燕明,0,5.0
1602,255633405734289408,247747983729493248,吴龙怀,0,5.0
1603,255618980012883968,247741528183932160,丁世涛,0,5.0
1604,255635967581618176,247748006705890560,何博文,0,5.0
1605,255627807529631744,247741318946882816,胜利公会,0,5.0
1606,255625246764433408,247741495594190080,币市论坛,0,5.0
1607,255602803085672448,247736256438732032,香冲,0,5.0
1608,255618926871052288,247741528183932160,丁世涛,0,5.0
1609,255630659354361856,247741263431075072,龚沾奎,0,5.0
1610,255646948907024384,247753747969869056,杜飞雪,0,5.0
1611,255691835727675392,247795163114767616,王雪丽,0,5.0
1612,255698102839934976,247754144457426176,周帮全,0,5.0
1613,255625276820815872,247741495594190080,币市论坛,0,5.0
1614,255653380310171648,247753805876430080,范德霞,0,5.0
1615,255630589846355968,247741263431075072,龚沾奎,0,5.0
1616,255618953555214336,247741528183932160,丁世涛,0,5.0
1617,255698137921093632,247754144457426176,周帮全,0,5.0
1618,255635920110485504,247748006705890560,何博文,0,5.0
1619,255727097736331264,247763189373338880,丁敏,0,5.0
1620,255642118167724032,247748055519200512,方海英,0,5.0
1621,255633375921176576,247747983729493248,吴龙怀,0,5.0
1622,255707599608217600,247763166514382080,丁磊,0,5.0
1623,255625323008491520,247741495594190080,币市论坛,0,5.0
1624,255630628928880640,247741263431075072,龚沾奎,0,5.0
1625,255686106090307584,247797136434136320,谢二涛,0,5.0
1626,255646885950521344,247753747969869056,杜飞雪,0,5.0
1627,255753867655118848,247765409737213184,李宝,0,5.0
1628,255727127071293440,247763189373338880,丁敏,0,5.0
1629,255737297545461760,247763211460543744,杜海龙,0,5.0
1630,255635890532253696,247748006705890560,何博文,0,5.0
1631,255691799186898944,247795163114767616,王雪丽,0,5.0
1632,255653499243855872,247753805876430080,范德霞,0,5.0
1633,255680747523014656,247754117362222336,高龙,0,5.0
1634,255642152527462400,247748055519200512,方海英,0,5.0
1635,255707563277156352,247763166514382080,丁磊,0,5.0
1636,255630539976081408,247741263431075072,龚沾奎,0,5.0
1637,255727043092938752,247763189373338880,丁敏,0,5.0
1638,255691711517556736,247795163114767616,王雪丽,0,5.0
1639,255642082801352704,247748055519200512,方海英,0,5.0
1640,255758082486042624,247765432025744640,李广,0,5.0
1641,255753898550362112,247765409737213184,李宝,0,5.0
1642,255698187078336512,247754144457426176,周帮全,0,5.0
1643,255772066882781184,247770230569567488,忠翔,0,5.0
1644,255646918036946944,247753747969869056,杜飞雪,0,5.0
1645,255711477368094720,247763166514382080,丁磊,0,5.0
1646,255737328985964544,247763211460543744,杜海龙,0,5.0
1647,255704814883962880,247763137254917376,TNT,0,5.0
1648,255775494082134016,247770171488601344,DAVE,0,5.0
1649,255727150450343936,247763189373338880,丁敏,0,5.0
1650,255746432823459840,247765382298076416,徐健刚,0,5.0
1651,255786788931764224,243947171781805312,熊市抱团取暖,0,5.0
1652,255685937093410816,247797136434136320,谢二涛,0,5.0
1653,255753928480915456,247765409737213184,李宝,0,5.0
1654,255691763015221248,247795163114767616,王雪丽,0,5.0
1655,255758052731650048,247765432025744640,李广,0,5.0
1656,255653467224539136,247753805876430080,范德霞,0,5.0
1657,255772041700179968,247770230569567488,忠翔,0,5.0
1658,255740713495691264,247765356712822016,耿远,0,5.0
1659,255698224155983872,247754144457426176,周帮全,0,5.0
1660,255737382085853184,247763211460543744,杜海龙,0,5.0
1661,255775529062629376,247770171488601344,DAVE,0,5.0
1662,255686054231932928,247797136434136320,谢二涛,0,5.0
1663,255707670030581760,247763166514382080,丁磊,0,5.0
1664,255746459532787712,247765382298076416,徐健刚,0,5.0
1665,255795250520653824,243947171781805312,熊市抱团取暖,0,5.0
1666,255761707606212608,247770409389524224,三国公会,0,5.0
1667,255680715998625792,247754117362222336,高龙,0,5.0
1668,255767583473795072,247770324186432768,云俊小公会,0,5.0
1669,255704897285259264,247763137254917376,TNT,0,5.0
1670,255642192222355456,247748055519200512,方海英,0,5.0
1671,255758017038123008,247765432025744640,李广,0,5.0
1672,255653429064761344,247753805876430080,范德霞,0,5.0
1673,255831872557547520,247775287163749632,代付,0,5.0
1674,255772005746606080,247770230569567488,忠翔,0,5.0
1675,255836488825307136,247775243123557632,欧贵,0,5.0
1676,255746486451830784,247765382298076416,徐健刚,0,5.0
1677,255775567524397056,247770171488601344,DAVE,0,5.0
1678,255761677147176960,247770409389524224,三国公会,0,5.0
1679,255783387653210112,243947171781805312,熊市抱团取暖,0,5.0
1680,255680628815822848,247754117362222336,高龙,0,5.0
1681,255704864536133632,247763137254917376,TNT,0,5.0
1682,255826543333605376,247779490309342464,币市大佬公会,0,5.0
1683,255767658409230336,247770324186432768,云俊小公会,0,5.0
1684,255650838855548928,247753805876430080,范德霞,0,5.0
1685,255757970523291648,247765432025744640,李广,0,5.0
1686,255831840085245952,247775287163749632,代付,0,5.0
1687,255771973651791872,247770230569567488,忠翔,0,5.0
1688,255836438049062912,247775243123557632,欧贵,0,5.0
1689,255740783817392128,247765356712822016,耿远,0,5.0
1690,255775593218703360,247770171488601344,DAVE,0,5.0
1691,255680672411418624,247754117362222336,高龙,0,5.0
1692,255704939521900544,247763137254917376,TNT,0,5.0
1693,255826790604603392,247779490309342464,币市大佬公会,0,5.0
1694,255767521515536384,247770324186432768,云俊小公会,0,5.0
1695,255650900981579776,247753805876430080,范德霞,0,5.0
1696,255831798318366720,247775287163749632,代付,0,5.0
1697,255740819410255872,247765356712822016,耿远,0,5.0
1698,255821379742728192,247775355656733952,佳伟,0,5.0
1699,255761624533827584,247770409389524224,三国公会,0,5.0
1700,255786701597966336,243947171781805312,熊市抱团取暖,0,5.0
1701,255826814537302016,247779490309342464,币市大佬公会,0,5.0
1702,255650867947241472,247753805876430080,范德霞,0,5.0
1703,255821421115342848,247775355656733952,佳伟,0,5.0
1704,255831956804337664,247775287163749632,代付,0,5.0
1705,255836667653652480,247775243123557632,欧贵,0,5.0
1706,255761735657717760,247770409389524224,三国公会,0,5.0
1707,255795415541350400,243947171781805312,熊市抱团取暖,0,5.0
1708,255656613917229056,247753805876430080,范德霞,0,5.0
1709,255821317121769472,247775355656733952,佳伟,0,5.0
1710,255836707390488576,247775243123557632,欧贵,0,5.0
1711,255811484154855424,243947171781805312,熊市抱团取暖,0,5.0
1712,255826763475845120,247779490309342464,币市大佬公会,0,5.0
1713,255811541994307584,243947171781805312,熊市抱团取暖,0,5.0
1714,255821183709347840,247775355656733952,佳伟,0,5.0
1715,255555526979747840,247529745502438656,changou9671,0,5.0
1716,255841199070642176,247775208344388864,牟恩平,0,5.0
1717,255841144360140800,247775208344388864,牟恩平,0,5.0
1718,255841103650226176,247775208344388864,牟恩平,0,5.0
1719,255639234994765824,247748029766173952,赵玉会,0,5.0
1720,255578754078998528,247548190398874880,币市超级公会,0,5.0
1721,255618893861879808,247741528183932160,丁世涛,0,5.0
1722,255646986068557824,247753747969869056,杜飞雪,0,5.0
1723,255686132900298752,247797136434136320,谢二涛,0,5.0
1724,255633279519293440,247747983729493248,吴龙怀,0,5.0
1725,255627925708341248,247741318946882816,胜利公会,0,5.0
1726,255746383548776448,247765382298076416,徐健刚,0,5.0
1727,255650936943542272,247753805876430080,范德霞,0,5.0
1728,255767614931075072,247770324186432768,云俊小公会,0,5.0
1729,255753808179888128,247765409737213184,李宝,0,5.0
1730,255740746379034624,247765356712822016,耿远,0,5.0
1731,255737409936031744,247763211460543744,杜海龙,0,5.0
1732,255786917336186880,243947171781805312,熊市抱团取暖,0,5.0
1733,255656586545201152,247753805876430080,范德霞,0,5.0
1734,254958359281926144,254959832799642880,浪迹天涯,1,1.0
1735,254959020287459328,254959549843506432,杠精,1,1.0
1736,254961290647437312,254961412676519168,挖矿搞机,1,1.0
1737,254956835952656384,254957186646803712,我是小师傅,1,1.0
1738,254962419670188032,254962565657134336,梦里梵高,1,1.0
1739,254960600264998912,254960697396692224,行情小能手,1,1.0
1740,254838139439546368,254838594185987328,齐心协力公会,1,6641.0
